[0,1,28,6552919,2,1]
[0,1,28,15210839,100,1]
[0,1,28,813717,234,1]
[0,1,28,11889476,14,1]
[0,1,28,11314674,182,1]
[0,1,28,14874862,174,1]
[0,1,28,964143,228,1]
[0,1,28,15234036,16,1]
[0,1,28,16285318,234,1]
[0,1,28,3803007,250,1]
[0,1,28,15708113,60,1]
[0,1,28,16059147,240,1]
[0,1,28,14085335,246,1]
[0,1,28,7518474,216,1]
[0,1,28,2175468,116,1]
[0,1,28,5754020,34,1]
[0,1,28,16369633,88,1]
[0,1,28,9248705,250,1]
[0,1,28,12792533,142,1]
[0,1,28,6482334,196,1]
[0,1,28,6356456,100,1]
[0,1,28,10936708,98,1]
[0,1,28,6744094,168,1]
[0,1,28,2021211,104,1]
[0,1,28,10928833,32,1]
[0,1,28,6755198,168,1]
[0,1,28,3617422,104,1]
[0,1,28,8194069,56,1]
[0,1,28,447938,126,1]
[0,1,28,13844652,8,1]
[0,1,28,8117537,212,1]
[0,1,28,16345789,124,1]
[0,1,28,6629088,250,1]
[0,1,28,1686329,102,1]
[0,1,28,5974781,26,1]
[0,1,28,16559446,92,1]
[0,1,28,16596370,254,1]
[0,1,28,10465302,254,1]
[0,1,28,15707059,160,1]
[0,1,28,208493,240,1]
[0,1,28,4738242,4,1]
[0,1,28,8137025,74,1]
[0,1,28,11865567,126,1]
[0,1,28,5049413,182,1]
[0,1,28,2092070,78,1]
[0,1,28,6119103,32,1]
[0,1,28,11657638,94,1]
[0,1,28,1456466,178,1]
[0,1,28,2181712,24,1]
[0,1,28,7982625,34,1]
[0,1,28,5193488,122,1]
[0,1,28,2677928,80,1]
[0,1,28,6235011,42,1]
[0,1,28,13082725,96,1]
[0,1,28,1554040,200,1]
[0,1,28,5460727,24,1]
[0,1,28,9954548,84,1]
[0,1,28,16727529,152,1]
[0,1,28,584097,2,1]
[0,1,28,1381187,10,1]
[0,1,28,12973863,22,1]
[0,1,28,5325927,198,1]
[0,1,28,642384,82,1]
[0,1,28,15405252,10,1]
[0,1,28,8922177,236,1]
[0,1,28,8982854,138,1]
[0,1,28,10038058,138,1]
[0,1,28,1142672,154,1]
[0,1,28,14233838,18,1]
[0,1,28,4360057,218,1]
[0,1,28,14413239,68,1]
[0,1,28,11745039,220,1]
[0,1,28,13138009,180,1]
[0,1,28,2029698,202,1]
[0,1,28,3976511,32,1]
[0,1,28,13394397,62,1]
[0,1,28,3955291,206,1]
[0,1,28,4954358,62,1]
[0,1,28,10206175,76,1]
[0,1,28,311589,156,1]
[0,1,28,16115835,6,1]
[0,1,28,7449308,246,1]
[0,1,28,7586389,114,1]
[0,1,28,2479806,116,1]
[0,1,28,11926691,38,1]
[0,1,28,13890440,182,1]
[0,1,28,14076112,212,1]
[0,1,28,15749313,216,1]
[0,1,28,8406538,242,1]
[0,1,28,2493611,130,1]
[0,1,28,15302486,40,1]
[0,1,28,1614840,234,1]
[0,1,28,12274578,26,1]
[0,1,28,2979998,188,1]
[0,1,28,13729197,46,1]
[0,1,28,16211123,210,1]
[0,1,28,6447790,248,1]
[0,1,28,12931977,100,1]
[0,1,28,13360553,198,1]
