[0,1,28,9107763,1,1]
[0,1,28,2639707,139,1]
[0,1,28,5653691,41,1]
[0,1,28,13573354,87,1]
[0,1,28,7064935,207,1]
[0,1,28,14967563,107,1]
[0,1,28,3064219,229,1]
[0,1,28,8695335,47,1]
[0,1,28,10428098,133,1]
[0,1,28,2695633,159,1]
[0,1,28,8612743,41,1]
[0,1,28,15140001,131,1]
[0,1,28,14735980,231,1]
[0,1,28,7043937,225,1]
[0,1,28,9853399,107,1]
[0,1,28,5229035,151,1]
[0,1,28,15321919,79,1]
[0,1,28,15770443,233,1]
[0,1,28,7509407,241,1]
[0,1,28,12322835,115,1]
[0,1,28,6583224,189,1]
[0,1,28,7805890,101,1]
[0,1,28,7921902,119,1]
[0,1,28,9099877,121,1]
[0,1,28,15924010,139,1]
[0,1,28,1384794,243,1]
[0,1,28,2942102,21,1]
[0,1,28,15908093,45,1]
[0,1,28,15601212,243,1]
[0,1,28,7214143,239,1]
[0,1,28,787470,111,1]
[0,1,28,3875237,13,1]
[0,1,28,12560073,59,1]
[0,1,28,2934718,191,1]
[0,1,28,3988224,45,1]
[0,1,28,9544330,61,1]
[0,1,28,7095091,145,1]
[0,1,28,7875915,109,1]
[0,1,28,6859313,121,1]
[0,1,28,5474152,105,1]
[0,1,28,12607168,83,1]
[0,1,28,4343713,193,1]
[0,1,28,12888139,67,1]
[0,1,28,8283352,197,1]
[0,1,28,8692265,127,1]
[0,1,28,8959676,133,1]
[0,1,28,3634821,137,1]
[0,1,28,14220842,55,1]
[0,1,28,8586407,217,1]
[0,1,28,10057362,131,1]
[0,1,28,8042839,153,1]
[0,1,28,13008407,123,1]
[0,1,28,1258616,199,1]
[0,1,28,12904245,19,1]
[0,1,28,3940669,197,1]
[0,1,28,13117415,61,1]
[0,1,28,10440159,201,1]
[0,1,28,6199087,159,1]
[0,1,28,3640537,95,1]
[0,1,28,99660,55,1]
[0,1,28,3525620,1,1]
[0,1,28,11233982,53,1]
[0,1,28,4362357,171,1]
[0,1,28,8884424,67,1]
[0,1,28,6250525,135,1]
[0,1,28,7829828,95,1]
[0,1,28,6647810,119,1]
[0,1,28,8024213,101,1]
[0,1,28,5968752,123,1]
[0,1,28,921820,91,1]
[0,1,28,4624369,15,1]
[0,1,28,936943,71,1]
[0,1,28,7047869,15,1]
[0,1,28,16625794,107,1]
